SECCION,TOTAL_VOTANTES,MORENAv,ALIANZAv,LN,VOTOS,PARTICIPACION,MORENA,ALIANZA,DIF,CLASF
0539,691,215,262,1157,651,56.26620570440795,33.02611367127496,40.245775729646695,-7.219662058371732,ALIANZA
0540,359,130,159,626,366,58.466453674121404,35.51912568306011,43.442622950819676,-7.923497267759565,ALIANZA
0541,580,287,171,1336,588,44.01197604790419,48.80952380952381,29.081632653061224,19.727891156462587,MORENA
0542,401,141,151,666,406,60.96096096096096,34.72906403940887,37.19211822660098,-2.463054187192114,ALIANZA
0543,439,198,134,1005,452,44.975124378109456,43.80530973451327,29.646017699115045,14.159292035398227,MORENA
0544,580,224,214,1104,582,52.71739130434783,38.487972508591064,36.76975945017182,1.718213058419245,MORENA
0545,524,243,146,1159,538,46.41932700603969,45.16728624535316,27.13754646840149,18.029739776951672,MORENA
0546,335,132,126,683,342,50.073206442166914,38.59649122807018,36.8421052631579,1.7543859649122808,MORENA
0547,328,172,76,723,340,47.02627939142462,50.588235294117645,22.352941176470587,28.235294117647058,MORENA
0549,159,79,51,377,167,44.29708222811671,47.30538922155689,30.538922155688624,16.766467065868262,MORENA
0550,423,180,141,807,426,52.78810408921933,42.25352112676056,33.098591549295776,9.154929577464785,MORENA
0551,428,173,141,856,434,50.700934579439256,39.86175115207373,32.48847926267281,7.373271889400918,MORENA
0552,223,86,76,480,224,46.666666666666664,38.392857142857146,33.92857142857143,4.464285714285715,MORENA
0553,388,178,112,821,395,48.11205846528624,45.063291139240505,28.354430379746834,16.70886075949367,MORENA
0554,843,410,233,2297,854,37.17892903787549,48.00936768149883,27.283372365339577,20.725995316159253,MORENA
0555,596,248,187,1318,598,45.371775417298934,41.47157190635451,31.270903010033443,10.20066889632107,MORENA
0556,592,253,179,1273,607,47.682639434406916,41.680395387149915,29.489291598023065,12.19110378912685,MORENA
0557,390,180,128,784,380,48.46938775510204,47.36842105263158,33.68421052631579,13.684210526315795,MORENA
0558,1747,651,618,3595,1758,48.90125173852573,37.03071672354949,35.153583617747444,1.877133105802045,MORENA
0559,648,251,239,1381,659,47.71904417089066,38.08801213960546,36.2670713201821,1.8209408194233632,MORENA
0560,201,106,56,461,221,47.939262472885034,47.963800904977376,25.339366515837103,22.624434389140273,MORENA
0561,214,103,55,451,214,47.450110864745014,48.13084112149533,25.700934579439252,22.429906542056077,MORENA
0562,275,102,92,648,251,38.73456790123457,40.63745019920319,36.65338645418327,3.984063745019917,MORENA
0563,170,82,33,449,153,34.075723830734965,53.59477124183007,21.568627450980394,32.02614379084967,MORENA
0564,3633,1295,1280,9405,3688,39.21318447634237,35.113882863340564,34.70715835140998,0.4067245119305838,MORENA
0565,970,393,306,2132,984,46.15384615384615,39.9390243902439,31.097560975609756,8.841463414634145,MORENA
0566,160,70,47,421,165,39.19239904988124,42.42424242424242,28.484848484848484,13.939393939393938,MORENA
0567,299,146,63,722,304,42.10526315789474,48.026315789473685,20.723684210526315,27.30263157894737,MORENA
0568,570,274,172,1802,584,32.40843507214206,46.917808219178085,29.45205479452055,17.465753424657535,MORENA
0569,1775,877,481,5883,1901,32.313445520992694,46.13361388742767,25.30247238295634,20.831141504471333,MORENA
0570,594,291,164,1976,599,30.313765182186234,48.580968280467445,27.378964941569283,21.202003338898162,MORENA
0571,3754,1458,1185,11419,3516,30.790787284350642,41.467576791808874,33.70307167235495,7.764505119453922,MORENA
0572,177,90,51,476,181,38.02521008403362,49.72375690607735,28.176795580110497,21.54696132596685,MORENA
0573,340,151,107,798,350,43.85964912280702,43.142857142857146,30.571428571428573,12.571428571428573,MORENA
0574,498,199,201,999,513,51.351351351351354,38.79142300194932,39.1812865497076,-0.38986354775828147,ALIANZA
0575,675,277,231,1570,697,44.394904458598724,39.74175035868006,33.14203730272597,6.599713055954091,MORENA
0576,485,169,201,978,500,51.124744376278116,33.8,40.2,-6.400000000000006,ALIANZA
0577,398,199,117,1807,418,23.132263420033205,47.60765550239235,27.99043062200957,19.61722488038278,MORENA
0578,424,210,119,832,433,52.04326923076923,48.49884526558891,27.48267898383372,21.016166281755194,MORENA
0579,717,277,245,1409,719,51.029098651525906,38.525730180806676,34.07510431154381,4.450625869262865,MORENA
0581,644,291,170,1534,645,42.04693611473272,45.116279069767444,26.356589147286822,18.75968992248062,MORENA
0582,559,260,121,1445,559,38.68512110726643,46.51162790697674,21.645796064400717,24.865831842576025,MORENA
0584,810,323,229,1962,819,41.74311926605505,39.43833943833944,27.96092796092796,11.47741147741148,MORENA
0586,235,126,44,702,237,33.76068376068376,53.164556962025316,18.565400843881857,34.599156118143455,MORENA
0587,268,127,37,956,266,27.824267782426777,47.744360902255636,13.909774436090226,33.83458646616541,MORENA
0588,145,73,36,300,152,50.666666666666664,48.026315789473685,23.68421052631579,24.342105263157894,MORENA
0589,720,285,231,1999,723,36.16808404202101,39.41908713692946,31.95020746887967,7.468879668049794,MORENA
0590,4566,1195,2494,7285,4615,63.34934797529169,25.89382448537378,54.04117009750813,-28.147345612134348,ALIANZA
0591,53,22,20,258,53,20.54263565891473,41.509433962264154,37.735849056603776,3.7735849056603783,MORENA
0592,1239,636,383,2808,1243,44.26638176638177,51.166532582461784,30.81255028157683,20.353982300884955,MORENA
0593,178,102,32,481,178,37.00623700623701,57.30337078651685,17.97752808988764,39.32584269662921,MORENA
0597,40,19,11,265,41,15.471698113207546,46.34146341463415,26.829268292682926,19.512195121951223,MORENA
0598,907,222,374,2547,908,35.649784059678055,24.449339207048457,41.18942731277533,-16.740088105726873,ALIANZA
0599,223,96,71,945,228,24.126984126984127,42.10526315789474,31.140350877192983,10.964912280701757,MORENA
0600,179,106,36,596,184,30.87248322147651,57.608695652173914,19.565217391304348,38.04347826086956,MORENA
0601,1846,806,636,7782,1884,24.20971472629144,42.78131634819533,33.75796178343949,9.023354564755842,MORENA
0602,360,183,95,1143,355,31.058617672790902,51.54929577464789,26.760563380281692,24.788732394366196,MORENA
0603,598,268,218,1746,599,34.306987399770904,44.74123539232053,36.39398998330551,8.347245409015024,MORENA
0604,420,206,139,1358,425,31.2960235640648,48.470588235294116,32.705882352941174,15.764705882352942,MORENA
0605,1094,531,285,4186,1102,26.3258480649785,48.185117967332125,25.862068965517242,22.323049001814883,MORENA
0606,207,91,48,699,210,30.042918454935624,43.333333333333336,22.857142857142858,20.476190476190478,MORENA
0609,185,84,49,514,185,35.992217898832685,45.4054054054054,26.486486486486488,18.918918918918916,MORENA
0610,39,25,11,218,43,19.724770642201836,58.13953488372093,25.58139534883721,32.55813953488372,MORENA
0611,36,17,6,202,37,18.316831683168317,45.945945945945944,16.216216216216218,29.729729729729726,MORENA
0614,140,73,21,398,141,35.42713567839196,51.773049645390074,14.893617021276595,36.87943262411348,MORENA
0615,215,133,26,576,215,37.326388888888886,61.86046511627907,12.093023255813954,49.76744186046512,MORENA
0616,153,60,48,630,154,24.444444444444443,38.96103896103896,31.16883116883117,7.79220779220779,MORENA
0618,265,193,30,561,270,48.1283422459893,71.48148148148148,11.11111111111111,60.37037037037037,MORENA
1332,2638,1208,810,12743,2705,21.227340500667033,44.65804066543438,29.944547134935306,14.713493530499072,MORENA
1333,839,316,281,2280,855,37.5,36.95906432748538,32.865497076023395,4.093567251461984,MORENA
1334,586,227,168,1413,593,41.967445152158525,38.27993254637437,28.33052276559865,9.949409780775717,MORENA
1335,643,252,208,1628,662,40.663390663390665,38.066465256797585,31.419939577039276,6.646525679758309,MORENA
1336,610,238,204,1573,611,38.84297520661157,38.95253682487725,33.387888707037646,5.564648117839603,MORENA
1337,335,163,75,1267,344,27.150749802683503,47.383720930232556,21.802325581395348,25.58139534883721,MORENA
1338,514,224,142,1655,634,38.30815709969789,35.33123028391167,22.397476340694006,12.933753943217667,MORENA
1339,515,272,81,1631,479,29.368485591661557,56.78496868475992,16.910229645093946,39.87473903966597,MORENA
1340,470,192,137,1482,473,31.916329284750336,40.59196617336152,28.964059196617335,11.627906976744185,MORENA
1342,278,104,72,622,278,44.69453376205788,37.410071942446045,25.899280575539567,11.510791366906478,MORENA
1343,727,305,197,1872,738,39.42307692307692,41.327913279132794,26.693766937669377,14.634146341463417,MORENA
1344,553,196,199,1274,559,43.87755102040816,35.062611806797854,35.59928443649374,-0.5366726296958859,ALIANZA
1345,402,174,99,1080,414,38.333333333333336,42.028985507246375,23.91304347826087,18.115942028985504,MORENA
1346,838,333,285,1912,846,44.24686192468619,39.361702127659576,33.687943262411345,5.673758865248232,MORENA
1347,369,165,119,1008,377,37.40079365079365,43.76657824933687,31.56498673740053,12.201591511936336,MORENA
1348,380,166,118,1226,378,30.831973898858074,43.91534391534392,31.21693121693122,12.6984126984127,MORENA
1350,376,198,87,1253,391,31.20510774142059,50.63938618925831,22.25063938618926,28.38874680306905,MORENA
1352,219,98,60,699,226,32.33190271816881,43.36283185840708,26.548672566371682,16.814159292035395,MORENA
1353,430,202,121,1304,446,34.20245398773006,45.2914798206278,27.130044843049326,18.161434977578473,MORENA
1354,424,183,101,1377,424,30.791575889615107,43.160377358490564,23.82075471698113,19.339622641509433,MORENA
1355,478,199,131,1540,475,30.844155844155843,41.89473684210526,27.57894736842105,14.315789473684209,MORENA
1356,393,175,87,1343,399,29.709605361131793,43.85964912280702,21.804511278195488,22.055137844611533,MORENA
1357,389,192,91,1302,389,29.877112135176652,49.3573264781491,23.39331619537275,25.964010282776346,MORENA
1358,188,94,49,584,205,35.102739726027394,45.853658536585364,23.902439024390244,21.95121951219512,MORENA
1359,571,223,180,1290,592,45.89147286821706,37.66891891891892,30.405405405405407,7.263513513513512,MORENA
1360,242,90,78,521,245,47.02495201535508,36.734693877551024,31.836734693877553,4.897959183673471,MORENA
1361,551,167,212,1081,561,51.89639222941721,29.768270944741534,37.78966131907308,-8.0213903743315491,ALIANZA
1396,369,104,158,569,372,65.37785588752197,27.956989247311828,42.473118279569896,-14.516129032258068,ALIANZA
1397,535,182,234,796,544,68.34170854271356,33.455882352941174,43.01470588235294,-9.558823529411768,ALIANZA
1398,919,259,398,1543,937,60.72585871678548,27.641408751334044,42.47598719316969,-14.83457844183565,ALIANZA
1399,384,112,165,619,392,63.32794830371567,28.571428571428573,42.09183673469388,-13.520408163265305,ALIANZA
1400,994,286,468,1780,1020,57.30337078651685,28.03921568627451,45.88235294117647,-17.84313725490196,ALIANZA
1401,274,104,100,585,282,48.205128205128204,36.87943262411348,35.46099290780142,1.418439716312058,MORENA
1402,379,171,118,944,391,41.41949152542373,43.734015345268546,30.17902813299233,13.554987212276217,MORENA
1403,426,184,164,1243,442,35.55913113435237,41.6289592760181,37.10407239819005,4.524886877828052,MORENA
1404,613,276,208,1610,625,38.81987577639752,44.16,33.28,10.879999999999995,MORENA
1405,622,280,187,1982,636,32.08879919273461,44.0251572327044,29.40251572327044,14.622641509433961,MORENA
1406,318,153,94,1266,319,25.19747235387046,47.96238244514107,29.46708463949843,18.495297805642636,MORENA
1407,105,51,38,341,110,32.25806451612903,46.36363636363637,34.54545454545455,11.81818181818182,MORENA
1442,1123,392,424,2677,1134,42.360851699663804,34.5679012345679,37.38977072310406,-2.8218694885361586,ALIANZA
1443,778,307,296,1950,793,40.666666666666664,38.71374527112232,37.3266078184111,1.3871374527112224,MORENA
1444,392,208,84,1976,400,20.242914979757085,52,21,31,MORENA
1445,126,60,35,419,129,30.787589498806682,46.51162790697674,27.131782945736433,19.37984496124031,MORENA
1446,132,75,24,528,132,25,56.81818181818182,18.181818181818183,38.63636363636364,MORENA
1447,120,62,27,439,126,28.701594533029613,49.20634920634921,21.428571428571427,27.777777777777782,MORENA
1448,161,87,31,489,166,33.94683026584867,52.40963855421687,18.674698795180724,33.734939759036145,MORENA
1450,73,41,15,194,73,37.628865979381445,56.16438356164384,20.54794520547945,35.61643835616439,MORENA
1451,154,60,51,388,158,40.72164948453608,37.9746835443038,32.278481012658226,5.696202531645575,MORENA
1452,244,94,79,421,251,59.61995249406176,37.45019920318725,31.47410358565737,5.976095617529882,MORENA
1453,109,60,25,329,115,34.954407294832826,52.17391304347826,21.73913043478261,30.43478260869565,MORENA
1455,165,70,43,485,169,34.845360824742265,41.42011834319526,25.443786982248522,15.976331360946741,MORENA
1456,909,326,353,1507,921,61.11479761114798,35.39630836047774,38.327904451682954,-2.931596091205215,ALIANZA
1457,119,68,25,529,121,22.873345935727787,56.19834710743802,20.66115702479339,35.53719008264463,MORENA
1458,197,104,52,533,200,37.5234521575985,52,26,26,MORENA
1459,105,46,25,383,107,27.93733681462141,42.99065420560748,23.364485981308412,19.626168224299064,MORENA
1460,145,63,46,409,145,35.45232273838631,43.44827586206897,31.724137931034484,11.724137931034484,MORENA
1461,268,94,95,480,275,57.291666666666664,34.18181818181818,34.54545454545455,-0.36363636363636687,ALIANZA
1462,197,90,54,383,197,51.43603133159269,45.68527918781726,27.411167512690355,18.274111675126903,MORENA
1463,165,64,47,392,165,42.09183673469388,38.78787878787879,28.484848484848484,10.303030303030305,MORENA
1464,148,56,46,424,154,36.320754716981135,36.36363636363637,29.87012987012987,6.493506493506498,MORENA
1466,188,81,62,442,192,43.43891402714932,42.1875,32.291666666666664,9.895833333333336,MORENA
1467,229,81,87,392,235,59.94897959183673,34.46808510638298,37.02127659574468,-2.5531914893617014,ALIANZA
1468,286,89,98,549,292,53.18761384335155,30.47945205479452,33.56164383561644,-3.0821917808219155,ALIANZA
1469,332,113,125,599,338,56.42737896494157,33.43195266272189,36.98224852071006,-3.550295857988168,ALIANZA
1470,411,128,154,828,417,50.36231884057971,30.695443645083934,36.930455635491604,-6.235011990407671,ALIANZA
1471,235,95,86,464,241,51.939655172413794,39.41908713692946,35.684647302904565,3.734439834024897,MORENA
1472,113,50,29,475,119,25.05263157894737,42.016806722689076,24.369747899159663,17.647058823529413,MORENA
1473,161,89,39,519,166,31.984585741811177,53.6144578313253,23.49397590361446,30.120481927710845,MORENA
1474,306,97,118,593,309,52.1079258010118,31.3915857605178,38.18770226537217,-6.796116504854368,ALIANZA
1475,100,29,35,221,104,47.05882352941177,27.884615384615383,33.65384615384615,-5.76923076923077,ALIANZA
1477,223,81,83,416,225,54.08653846153846,36,36.888888888888886,-0.8888888888888857,ALIANZA
1478,254,69,108,485,259,53.402061855670105,26.64092664092664,41.6988416988417,-15.057915057915057,ALIANZA
1479,353,143,111,928,365,39.331896551724135,39.178082191780824,30.410958904109588,8.767123287671236,MORENA
1480,250,70,91,437,257,58.81006864988559,27.237354085603112,35.40856031128405,-8.171206225680937,ALIANZA
1481,281,117,94,718,287,39.97214484679666,40.76655052264808,32.75261324041812,8.01393728222996,MORENA
1482,221,66,91,444,225,50.67567567567568,29.333333333333332,40.44444444444444,-11.11111111111111,ALIANZA
1484,188,66,71,433,195,45.03464203233256,33.84615384615385,36.41025641025641,-2.564102564102562,ALIANZA
1485,184,79,66,353,190,53.82436260623229,41.578947368421055,34.73684210526316,6.842105263157897,MORENA
1486,192,77,67,394,195,49.49238578680203,39.48717948717949,34.35897435897436,5.128205128205131,MORENA
1487,238,65,94,509,242,47.54420432220039,26.859504132231404,38.84297520661157,-11.983471074380166,ALIANZA
1488,540,63,24,617,190,30.79416531604538,33.1578947368421,12.631578947368421,20.52631578947368,MORENA
1489,233,75,103,373,239,64.07506702412869,31.380753138075313,43.09623430962343,-11.71548117154812,ALIANZA
1490,83,49,23,332,88,26.50602409638554,55.68181818181818,26.136363636363637,29.545454545454543,MORENA
1492,254,76,107,395,259,65.56962025316456,29.343629343629345,41.31274131274131,-11.969111969111964,ALIANZA
1494,139,79,26,541,143,26.432532347504623,55.24475524475525,18.181818181818183,37.06293706293707,MORENA
1496,148,89,28,693,152,21.933621933621932,58.55263157894737,18.42105263157895,40.131578947368425,MORENA
1497,215,110,51,814,216,26.535626535626534,50.925925925925924,23.61111111111111,27.314814814814813,MORENA
1498,294,111,96,635,298,46.92913385826772,37.24832214765101,32.214765100671144,5.033557046979865,MORENA
1499,69,40,13,266,69,25.93984962406015,57.971014492753625,18.840579710144926,39.1304347826087,MORENA
1500,286,112,99,545,292,53.57798165137615,38.35616438356164,33.9041095890411,4.452054794520542,MORENA
1501,137,71,25,444,137,30.855855855855857,51.824817518248175,18.248175182481752,33.57664233576642,MORENA
1502,155,47,68,344,160,46.51162790697674,29.375,42.5,-13.125,ALIANZA
1503,183,79,54,382,184,48.167539267015705,42.93478260869565,29.347826086956523,13.586956521739125,MORENA
1504,678,155,366,1008,679,67.36111111111111,22.827687776141385,53.90279823269514,-31.075110456553755,ALIANZA
1505,155,43,69,280,156,55.714285714285715,27.564102564102566,44.23076923076923,-16.666666666666668,ALIANZA
1506,99,43,32,224,99,44.19642857142857,43.43434343434343,32.323232323232325,11.111111111111107,MORENA
1507,500,99,292,696,505,72.55747126436782,19.603960396039604,57.82178217821782,-38.21782178217822,ALIANZA
1508,316,57,204,399,322,80.70175438596492,17.70186335403727,63.35403726708075,-45.652173913043484,ALIANZA
1509,866,195,532,1180,873,73.98305084745763,22.33676975945017,60.93928980526918,-38.60252004581901,ALIANZA
1510,863,172,606,1144,873,76.31118881118881,19.702176403207332,69.41580756013745,-49.71363115693012,ALIANZA
1511,426,83,277,577,430,74.52339688041594,19.302325581395348,64.4186046511628,-45.116279069767444,ALIANZA
1513,669,192,345,950,678,71.36842105263158,28.31858407079646,50.88495575221239,-22.56637168141593,ALIANZA
1514,788,157,488,1073,796,74.18452935694314,19.723618090452263,61.30653266331658,-41.58291457286432,ALIANZA
1529,297,119,97,764,307,40.18324607329843,38.762214983713356,31.596091205211728,7.166123778501628,MORENA
1530,416,161,136,1085,426,39.26267281105991,37.79342723004695,31.92488262910798,5.8685446009389715,MORENA
1531,364,139,118,773,374,48.38292367399741,37.16577540106952,31.550802139037433,5.614973262032084,MORENA
1532,434,179,120,1023,442,43.20625610948191,40.497737556561084,27.149321266968325,13.348416289592759,MORENA
1533,390,185,95,927,404,43.581445523193096,45.79207920792079,23.514851485148515,22.277227722772277,MORENA
1534,422,195,116,1027,439,42.745861733203505,44.419134396355354,26.42369020501139,17.995444191343964,MORENA
1535,352,156,100,894,367,41.05145413870246,42.50681198910082,27.247956403269754,15.258855585831064,MORENA
1536,429,149,147,1065,440,41.31455399061033,33.86363636363637,33.40909090909091,0.45454545454546036,MORENA
1537,523,185,166,1196,529,44.23076923076923,34.97164461247637,31.379962192816635,3.5916824196597332,MORENA
1538,425,185,127,1095,441,40.273972602739725,41.950113378684804,28.798185941043084,13.15192743764172,MORENA
1539,525,226,134,1378,515,37.37300435413643,43.883495145631066,26.019417475728154,17.864077669902912,MORENA
1540,358,145,129,782,370,47.31457800511509,39.189189189189186,34.86486486486486,4.324324324324323,MORENA
1541,398,168,116,1116,410,36.738351254480285,40.97560975609756,28.29268292682927,12.682926829268293,MORENA
1543,392,167,110,1169,401,34.302822925577416,41.64588528678304,27.43142144638404,14.214463840399002,MORENA
1544,295,141,77,1028,303,29.474708171206224,46.53465346534654,25.41254125412541,21.122112211221125,MORENA
1545,203,103,47,676,209,30.91715976331361,49.282296650717704,22.48803827751196,26.794258373205743,MORENA
1546,288,141,71,936,292,31.196581196581196,48.28767123287671,24.315068493150687,23.972602739726025,MORENA
1547,158,88,34,516,163,31.589147286821706,53.987730061349694,20.858895705521473,33.12883435582822,MORENA
1548,593,289,156,2090,607,29.04306220095694,47.61120263591433,25.7001647446458,21.91103789126853,MORENA
1549,204,107,56,646,212,32.81733746130031,50.471698113207545,26.41509433962264,24.056603773584904,MORENA
1550,687,333,185,1927,695,36.06642449403218,47.9136690647482,26.618705035971225,21.294964028776974,MORENA
1551,611,272,201,2339,616,26.336041043180845,44.15584415584416,32.62987012987013,11.52597402597403,MORENA
1552,658,288,201,1870,671,35.88235294117647,42.92101341281669,29.955290611028317,12.965722801788374,MORENA
1553,226,101,52,641,229,35.725429017160685,44.10480349344978,22.707423580786028,21.39737991266375,MORENA
1554,179,74,59,535,178,33.271028037383175,41.57303370786517,33.146067415730336,8.426966292134836,MORENA
1555,688,344,152,2571,699,27.18786464410735,49.21316165951359,21.745350500715308,27.46781115879828,MORENA
1556,510,238,141,1675,526,31.402985074626866,45.247148288973385,26.806083650190114,18.44106463878327,MORENA
